"term","estimate","std_error","ci1","ci2","ci95","f","df","df_res","p"
"(Intercept)",6120.11294382672,794.622717864627,4580,7601.5,"[4580, 7601.5]",56.2340079720245,1,14.2983943716743,2.53645319486085e-06
"item_novel",-1349.9257712305,532.335564248994,-2328.1,-242.6,"[-2328.1, -242.6]",6.43056028522079,1,92.0000000000009,0.0129036325621482
"hpp",232.085200151961,366.618201522003,-453.8,1042.3,"[-453.8, 1042.3]",0.373579730788391,1,122.31343001269,0.542193706597713
"item_novel:hpp",627.923669844023,294.085796622036,24.1,1163.9,"[24.1, 1163.9]",4.55895818157914,1,92.0000000000004,0.035404073026774
