"parameter1","parameter2","r","ci_low","ci_high","t","df","p","method","n_obs"
"total_studies","hpp",0.915653972209055,0.877423353960565,0.942327073937085,22.7793083903829,100,2.27714729425743e-41,"Pearson",102
