"term","estimate","std_error","ci1","ci2","ci95","f","df","df_res","p"
"(Intercept)",7674.97559385862,691.591656312648,6452.7,9029.3,"[6452.7, 9029.3]",118.330231927609,1,10.074935202114,6.85754964041327e-07
"item",-1416.12148835676,435.415623424342,-2237.7,-543.7,"[-2237.7, -543.7]",10.5777429584559,1,98.9999999999977,0.00156563235320893
"hpp",-535.646863014198,261.207989442688,-1081.1,-37.5,"[-1081.1, -37.5]",3.96535334097488,1,133.56725959922,0.0484858229809612
"item:hpp",677.837028778554,211.269132468721,241,1081.9,"[241, 1081.9]",10.2938653113616,1,98.9999999999984,0.00179889973072593
