"term","estimate","std_error","ci1","ci2","ci95","f","df","df_res","p"
"(Intercept)",5518.24494659486,1009.89230074165,3572.4,7536.1,"[3572.4, 7536.1]",27.9033799035104,1,23.9387091994131,2.05241470893785e-05
"item_novel",-1783.66831202047,726.685149414119,-3318,-500.3,"[-3318, -500.3]",6.02470274160753,1,78.0000000000036,0.0163344768082449
"hpp",708.158275063887,586.815087094373,-335.7,1850.8,"[-335.7, 1850.8]",1.36274811946909,1,106.961951330913,0.245657549206997
"item_novel:hpp",969.495920716121,481.78756267801,118.6,1940.8,"[118.6, 1940.8]",4.04930792171097,1,78.0000000000032,0.0476416014545893
