"hpp","item_novel","fit","std_error"
0.9,"Novel",6386.82525463535,555.360251965519
1,"Novel",6401.0442712136,544.401580511784
1.1,"Novel",6415.26328779185,534.495785333502
1.2,"Novel",6429.48230437011,525.702387753614
1.3,"Novel",6443.70132094836,518.078033423008
1.4,"Novel",6457.92033752661,511.674983965483
1.5,"Novel",6472.13935410486,506.539556196482
1.6,"Novel",6486.35837068312,502.710599691717
1.7,"Novel",6500.57738726137,500.218116793173
1.8,"Novel",6514.79640383962,499.082131486229
1.9,"Novel",6529.01542041787,499.311902366238
2,"Novel",6543.23443699613,500.905549974614
2.1,"Novel",6557.45345357438,503.850132897845
2.2,"Novel",6571.67247015263,508.122165548805
2.3,"Novel",6585.89148673088,513.688530237793
2.4,"Novel",6600.11050330914,520.507703448034
2.5,"Novel",6614.32951988739,528.531195744068
2.6,"Novel",6628.54853646564,537.705098242138
2.7,"Novel",6642.7675530439,547.971634988114
2.8,"Novel",6656.98656962215,559.270636724772
2.9,"Novel",6671.2055862004,571.540873191535
3,"Novel",6685.42460277865,584.721204190149
3.1,"Novel",6699.64361935691,598.75153094221
3.2,"Novel",6713.86263593516,613.573546738064
3.3,"Novel",6728.08165251341,629.131298683225
3.4,"Novel",6742.30066909166,645.37158055184
3.5,"Novel",6756.51968566992,662.244180993796
3.6,"Novel",6770.73870224817,679.702012510875
3.7,"Novel",6784.95771882642,697.701145647296
3.8,"Novel",6799.17673540467,716.20077055166
3.9,"Novel",6813.39575198293,735.163105110055
4,"Novel",6827.61476856118,754.553265691926
4.1,"Novel",6841.83378513943,774.339113497871
4.2,"Novel",6856.05280171768,794.491086730376
4.3,"Novel",6870.27181829594,814.982026409407
4.4,"Novel",6884.49083487419,835.787001646818
4.5,"Novel",6898.70985145244,856.883138559861
4.6,"Novel",6912.9288680307,878.249455707002
4.7,"Novel",6927.14788460895,899.866707921855
4.8,"Novel",6941.3669011872,921.717239655207
4.9,"Novel",6955.58591776545,943.78484836542
5,"Novel",6969.80493434371,966.054658083945
5.1,"Novel",6984.02395092196,988.513002990989
5.2,"Novel",6998.24296750021,1011.14732063823
5.3,"Novel",7012.46198407846,1033.94605432802
5.4,"Novel",7026.68100065672,1056.89856408368
5.5,"Novel",7040.90001723497,1079.99504560846
5.6,"Novel",7055.11903381322,1103.2264566219
5.7,"Novel",7069.33805039148,1126.58444997135
5.8,"Novel",7083.55706696973,1150.06131293901
5.9,"Novel",7097.77608354798,1173.64991219519
6,"Novel",7111.99510012623,1197.34364388324
6.1,"Novel",7126.21411670449,1221.13638835898
0.9,"Familiar",5580.75709217928,682.336542530308
1,"Familiar",5662.75981163539,661.656846193505
1.1,"Familiar",5744.7625310915,642.764642062377
1.2,"Familiar",5826.76525054761,625.821832620703
1.3,"Familiar",5908.76797000372,610.990609921474
1.4,"Familiar",5990.77068945982,598.427992968255
1.5,"Familiar",6072.77340891593,588.279336924332
1.6,"Familiar",6154.77612837204,580.671225276895
1.7,"Familiar",6236.77884782815,575.704389079437
1.8,"Familiar",6318.78156728426,573.447463569598
1.9,"Familiar",6400.78428674037,573.932418906444
2,"Familiar",6482.78700619647,577.152343491317
2.1,"Familiar",6564.78972565258,583.061927972968
2.2,"Familiar",6646.79244510869,591.58057290103
2.3,"Familiar",6728.7951645648,602.5976391794
2.4,"Familiar",6810.79788402091,615.979085183564
2.5,"Familiar",6892.80060347702,631.574643372338
2.6,"Familiar",6974.80332293312,649.22477236049
2.7,"Familiar",7056.80604238923,668.766818906623
2.8,"Familiar",7138.80876184534,690.040063491068
2.9,"Familiar",7220.81148130145,712.889541586458
3,"Familiar",7302.81420075756,737.168695694725
3.1,"Familiar",7384.81692021367,762.741012041108
3.2,"Familiar",7466.81963966977,789.480838979038
3.3,"Familiar",7548.82235912588,817.273587551266
3.4,"Familiar",7630.82507858199,846.015494439143
3.5,"Familiar",7712.8277980381,875.613096568124
3.6,"Familiar",7794.83051749421,905.982533529454
3.7,"Familiar",7876.83323695032,937.048763601766
3.8,"Familiar",7958.83595640642,968.744753690603
3.9,"Familiar",8040.83867586253,1001.01068344292
4,"Familiar",8122.84139531864,1033.7931887273
4.1,"Familiar",8204.84411477475,1067.04465880271
4.2,"Familiar",8286.84683423086,1100.72259394824
4.3,"Familiar",8368.84955368697,1134.78902528409
4.4,"Familiar",8450.85227314307,1169.2099953005
4.5,"Familiar",8532.85499259918,1203.95509569265
4.6,"Familiar",8614.85771205529,1238.99705807009
4.7,"Familiar",8696.8604315114,1274.31139267319
4.8,"Familiar",8778.86315096751,1309.87607017433
4.9,"Familiar",8860.86587042361,1345.67124182035
5,"Familiar",8942.86858987972,1381.67899348497
5.1,"Familiar",9024.87130933583,1417.88312957777
5.2,"Familiar",9106.87402879194,1454.26898315724
5.3,"Familiar",9188.87674824805,1490.82324899146
5.4,"Familiar",9270.87946770416,1527.53383668646
5.5,"Familiar",9352.88218716026,1564.3897413493
5.6,"Familiar",9434.88490661637,1601.38092956803
5.7,"Familiar",9516.88762607248,1638.49823877162
5.8,"Familiar",9598.89034552859,1675.73328828294
5.9,"Familiar",9680.8930649847,1713.07840059635
6,"Familiar",9762.89578444081,1750.52653160363
6.1,"Familiar",9844.89850389691,1788.07120865895
