"hpp","item_novel","fit","std_error"
0.9,"Novel",6322.86603616304,571.866802312873
1,"Novel",6345.40780617694,560.04318000654
1.1,"Novel",6367.94957619083,549.380043864479
1.2,"Novel",6390.49134620472,539.946151909288
1.3,"Novel",6413.03311621862,531.80692602407
1.4,"Novel",6435.57488623251,525.02258181254
1.5,"Novel",6458.11665624641,519.646188766407
1.6,"Novel",6480.6584262603,515.721782384853
1.7,"Novel",6503.20019627419,513.282668120968
1.8,"Novel",6525.74196628809,512.350059237785
1.9,"Novel",6548.28373630198,512.93217314666
2,"Novel",6570.82550631588,515.023873754761
2.1,"Novel",6593.36727632977,518.606895505813
2.2,"Novel",6615.90904634366,523.65062669246
2.3,"Novel",6638.45081635756,530.113375463256
2.4,"Novel",6660.99258637145,537.944000891449
2.5,"Novel",6683.53435638534,547.083769258021
2.6,"Novel",6706.07612639924,557.468293552593
2.7,"Novel",6728.61789641313,569.029429193014
2.8,"Novel",6751.15966642703,581.697025520526
2.9,"Novel",6773.70143644092,595.400464352807
3,"Novel",6796.24320645481,610.069948156817
3.1,"Novel",6818.78497646871,625.637527308742
3.2,"Novel",6841.3267464826,642.037876414112
3.3,"Novel",6863.8685164965,659.208843360055
3.4,"Novel",6886.41028651039,677.091802356425
3.5,"Novel",6908.95205652428,695.6318449531
3.6,"Novel",6931.49382653818,714.777842303361
3.7,"Novel",6954.03559655207,734.482409063181
3.8,"Novel",6976.57736656597,754.701795306644
3.9,"Novel",6999.11913657986,775.395728447933
4,"Novel",7021.66090659375,796.527222881893
4.1,"Novel",7044.20267660765,818.062371172879
4.2,"Novel",7066.74444662154,839.970127270285
4.3,"Novel",7089.28621663544,862.222089443512
4.4,"Novel",7111.82798664933,884.792288383337
4.5,"Novel",7134.36975666322,907.656984152781
4.6,"Novel",7156.91152667712,930.794474317738
4.7,"Novel",7179.45329669101,954.184914573668
4.8,"Novel",7201.99506670491,977.810152442637
4.9,"Novel",7224.5368367188,1001.65357408649
5,"Novel",7247.07860673269,1025.69996391781
5.1,"Novel",7269.62037674659,1049.93537645046
5.2,"Novel",7292.16214676048,1074.34701968393
5.3,"Novel",7314.70391677438,1098.92314923553
5.4,"Novel",7337.24568678827,1123.65297240213
5.5,"Novel",7359.78745680216,1148.52656133455
5.6,"Novel",7382.32922681606,1173.53477453129
5.7,"Novel",7404.87099682995,1198.66918589653
5.8,"Novel",7427.41276684385,1223.92202065405
5.9,"Novel",7449.95453685774,1249.28609745981
6,"Novel",7472.49630687163,1274.75477610842
6.1,"Novel",7495.03807688553,1300.32191028088
0.9,"Familiar",5485.34921866306,699.95569834522
1,"Familiar",5580.51294617695,677.756160403622
1.1,"Familiar",5675.67667369084,657.530130691779
1.2,"Familiar",5770.84040120473,639.464900564065
1.3,"Familiar",5866.00412871863,623.748243943536
1.4,"Familiar",5961.16785623252,610.561553879094
1.5,"Familiar",6056.33158374641,600.071643065422
1.6,"Familiar",6151.49531126031,592.42178304869
1.7,"Familiar",6246.6590387742,587.722883452157
1.8,"Familiar",6341.82276628809,586.045930725074
1.9,"Familiar",6436.98649380198,587.416806525735
2,"Familiar",6532.15022131588,591.814331308174
2.1,"Familiar",6627.31394882977,599.171867979432
2.2,"Familiar",6722.47767634366,609.382210519437
2.3,"Familiar",6817.64140385755,622.304954263199
2.4,"Familiar",6912.80513137145,637.775242688882
2.5,"Familiar",7007.96885888534,655.612759757295
2.6,"Familiar",7103.13258639923,675.630037675697
2.7,"Familiar",7198.29631391313,697.639470891752
2.8,"Familiar",7293.46004142702,721.458759296716
2.9,"Familiar",7388.62376894091,746.914772828308
3,"Familiar",7483.7874964548,773.846005905401
3.1,"Familiar",7578.9512239687,802.103877515684
3.2,"Familiar",7674.11495148259,831.553153008887
3.3,"Familiar",7769.27867899648,862.071742209267
3.4,"Familiar",7864.44240651037,893.550086808676
3.5,"Familiar",7959.60613402427,925.890302918893
3.6,"Familiar",8054.76986153816,959.005200677273
3.7,"Familiar",8149.93358905205,992.817265812924
3.8,"Familiar",8245.09731656595,1027.2576590855
3.9,"Familiar",8340.26104407984,1062.26526794711
4,"Familiar",8435.42477159373,1097.78582943444
4.1,"Familiar",8530.58849910762,1133.77113281771
4.2,"Familiar",8625.75222662152,1170.17830367761
4.3,"Familiar",8720.91595413541,1206.96916682583
4.4,"Familiar",8816.0796816493,1244.10968303524
4.5,"Familiar",8911.24340916319,1281.56945331075
4.6,"Familiar",9006.40713667709,1319.3212839865
4.7,"Familiar",9101.57086419098,1357.34080598194
4.8,"Familiar",9196.73459170487,1395.60614188638
4.9,"Familiar",9291.89831921877,1434.09761503242
5,"Familiar",9387.06204673266,1472.79749527751
5.1,"Familiar",9482.22577424655,1511.68977678396
5.2,"Familiar",9577.38950176044,1550.75998363832
5.3,"Familiar",9672.55322927434,1589.99499966449
5.4,"Familiar",9767.71695678823,1629.3829192506
5.5,"Familiar",9862.88068430212,1668.9129164269
5.6,"Familiar",9958.04441181601,1708.57512979992
5.7,"Familiar",10053.2081393299,1748.36056127118
5.8,"Familiar",10148.3718668438,1788.26098674928
5.9,"Familiar",10243.5355943577,1828.26887730823
6,"Familiar",10338.6993218716,1868.37732945507
6.1,"Familiar",10433.8630493855,1908.5800033514
